y,fixacidity,volaacidity,ressugar,chlorides,freesulfdioxid,density,pH,sulphates,alcohol
1,-0.4204,-0.9751,1.5395,-0.31,0.6875,0.9808,0.6075,2.0167,-0.1741
1,-0.4204,-0.9751,1.5395,-0.31,0.6875,0.9808,0.6075,2.0167,-0.1741
1,-0.3019,-0.1824,-0.6884,-0.905,0.7463,-1.0136,0.2102,-0.9625,0.6385
0,-0.3019,0.7095,-0.0772,0.7885,-0.2533,0.316,-0.5845,-0.1739,-0.9054
0,-0.4204,0.0158,2.7619,-0.2184,0.2759,1.978,-0.3196,-0.9625,-1.4743
0,-0.3019,0.8086,0.7312,0.1935,-0.3709,0.6484,-0.7832,-0.7873,-0.9054
1,-0.3019,-0.1824,-0.6884,-0.905,0.7463,-1.0136,0.2102,-0.9625,0.6385
1,-0.4204,-0.9751,1.5395,-0.31,0.6875,0.9808,0.6075,2.0167,-0.1741
0,-0.8352,-0.6779,-0.6292,-1.1339,-0.9001,-1.0136,1.336,-0.1739,1.2073
0,-2.7905,-0.876,-1.0728,-0.5846,3.157,-0.3488,1.0049,-0.612,-2.0431
1,1.3571,-0.3806,-0.925,-0.5846,0.0407,-0.3488,1.6671,0.1766,-0.0928
1,1.1201,-1.0742,-0.925,-0.7677,0.2171,-0.3488,1.2035,-0.6996,0.1509
0,0.1721,-0.3806,0.5143,-0.7219,0.3935,0.6484,1.8658,-0.2615,-0.2554
0,-1.2499,3.187,-1.0038,-0.0811,2.1574,-0.6812,2.4618,-0.5244,0.3135
0,-1.1314,1.7005,-0.9841,-0.8592,-0.7237,-1.0136,0.74,-1.1378,-0.0116
1,-0.1834,0.0158,-0.7869,-1.5458,0.0407,-1.0136,0.4751,-0.8749,0.9635
0,-0.0649,1.6014,1.8944,0.8801,1.5107,1.6456,-0.3859,-0.3491,-1.5555
0,0.4091,-0.3806,0.9875,-0.5388,0.2759,1.3132,0.0777,-0.4368,-1.2305
0,2.1866,0.3131,1.5691,-0.0811,-0.4885,1.978,-1.5117,3.4186,-1.4743
0,1.5941,0.4122,-0.8461,0.7428,-0.5473,-1.346,-0.5845,-0.1739,1.8574
0,0.4091,-0.3806,0.9875,-0.5388,0.2759,1.3132,0.0777,-0.4368,-1.2305
0,2.1866,0.3131,1.5691,-0.0811,-0.4885,1.978,-1.5117,3.4186,-1.4743
0,0.7646,-1.4706,-1.0432,-1.0423,0.3935,-1.0136,0.6075,0.3518,1.0448
0,2.7791,-1.3715,-1.0432,-0.5388,0.0407,-1.0136,-0.9157,0.5271,0.8823
0,0.6461,-0.7769,-1.0235,-0.8135,-0.4297,-1.0136,-0.3196,1.0528,1.0448
0,-0.8944,-1.2724,1.855,-0.1727,1.1579,0.6484,0.3426,-1.0501,0.0697
0,0.8831,-0.4797,-0.2349,0.9258,-1.2529,0.316,-0.121,2.7176,-0.6617
0,1.4756,0.5113,-0.2349,0.0562,-0.6649,0.316,0.2102,-0.1739,-0.1741
0,0.3498,-1.0742,0.6326,3.3517,1.2167,0.6484,-0.2534,-0.4368,-0.2554
1,-0.1834,-1.5697,-0.2349,0.102,0.1583,-0.0164,0.9386,-0.4368,-0.3366
1,-1.3684,-0.9751,-1.0235,0.0104,-1.5469,-0.6812,3.3889,1.6662,0.3135
0,-1.2499,-1.2724,-1.1024,-0.4015,0.4523,-0.6812,0.3426,0.1766,-0.9867
0,-0.3019,-0.4797,1.5888,0.5139,-0.3709,1.3132,0.9386,0.4395,-0.2554
0,0.3498,-1.0742,0.6326,3.3517,1.2167,0.6484,-0.2534,-0.4368,-0.2554
0,0.1721,0.6104,0.1003,0.9258,0.4523,0.6484,-0.5183,0.3518,-0.8242
0,-0.5389,3.9798,-0.5898,1.0631,-0.6061,-0.3488,-0.0547,-0.7873,-0.9867
1,0.5276,-0.5788,-0.8067,-1.2712,0.5699,-1.6784,-0.8494,-1.313,1.9387
0,-0.5389,0.0158,0.9086,-0.1727,0.5699,1.3132,-0.3196,-0.2615,-1.4743
0,0.0536,1.205,-0.087,1.6124,2.3926,0.9808,1.4022,0.7023,-0.9054
0,-0.0649,-0.876,-0.2546,-0.5388,2.0986,-0.0164,0.2764,1.7538,-0.3366
0,0.2906,-0.4797,-0.1955,-0.31,1.4519,0.316,0.0115,2.5424,-0.4179
1,-0.4797,-1.3715,-1.0235,0.1935,0.9227,-1.0136,0.5413,1.7538,0.476
1,-0.4204,-1.2724,1.2241,0.285,1.7459,0.9808,0.4751,1.8414,-0.1741
0,0.2906,-1.2724,-1.063,-0.5846,-0.4885,-1.346,0.3426,-0.6996,1.3698
0,-0.1834,0.5113,0.0411,0.9716,-0.0181,0.316,-0.5183,-0.0863,-0.9867
0,0.4091,0.214,-0.9644,-0.2184,0.6287,-0.6812,0.0115,0.6147,0.6385
0,0.1721,-0.4797,-1.063,-0.1269,0.6287,-1.0136,-0.9819,1.4033,0.2322
1,1.3571,-1.4706,-1.0432,-0.5846,-1.1941,-1.346,-1.3792,-0.8749,0.5572
1,-0.7759,-0.6779,0.0411,-0.7219,0.0407,-1.0136,0.8724,-0.3491,1.6136
0,1.7126,1.205,0.3566,0.1935,-1.1941,1.3132,1.336,0.0013,-0.9867
1,-1.1314,0.6104,-0.8658,-0.7219,0.1583,-1.6784,1.4022,-0.6996,1.9387
1,-0.3019,-1.5697,-0.9841,-0.31,-0.8413,-1.0136,0.0777,-0.3491,0.5572
0,3.2531,3.7816,-0.8658,-0.31,-0.8413,-0.6812,-1.2468,4.4701,1.6949
0,-0.0649,-0.1824,0.2186,0.0104,0.5699,0.6484,0.0777,0.0013,-0.9867
1,-1.1314,0.6104,-0.8658,-0.7219,0.1583,-1.6784,1.4022,-0.6996,1.9387
1,-1.1314,0.214,-0.8658,-0.7219,0.1583,-1.6784,1.4684,-0.6996,1.9387
1,0.1721,-1.2724,1.3621,0.1477,0.6287,0.9808,0.0777,-1.1378,-0.8242
0,1.2386,0.9077,-0.6982,-0.4015,-1.7821,-1.0136,0.0115,-1.1378,1.1261
1,0.4091,0.7095,-0.156,-0.6304,-0.7237,-0.3488,-1.7104,1.4909,-0.1741
1,0.4091,0.4122,-0.156,-0.5846,-0.7237,-0.3488,-1.7766,1.4909,-0.1741
0,0.8831,-1.7679,-1.063,-0.6761,-0.1357,-1.0136,-0.8494,1.6662,0.5572
0,-0.7759,-0.2815,-0.6292,-0.7219,-0.1945,-1.346,-0.0547,-1.5759,1.2073
0,0.2906,0.3131,-1.063,-0.1727,-0.8413,-0.3488,-0.3859,-0.7873,-0.7429
0,0.8831,-0.9751,0.1397,-0.2184,-0.3709,0.9808,0.0777,-0.612,-1.068
0,1.3571,-1.0742,-0.7869,-0.7677,0.9815,-1.6784,-1.0481,-1.4006,1.9387
0,0.4091,-0.876,0.9481,0.697,0.6287,1.3132,-1.313,0.8776,-0.9867
0,0.8831,0.4122,0.6129,-0.7219,-1.1941,-0.0164,-0.5845,-0.4368,1.2886
0,0.2906,0.3131,-1.063,-0.1727,-0.8413,-0.3488,-0.3859,-0.7873,-0.7429
0,-0.3019,-0.6779,-0.9052,-0.905,-0.0181,-0.6812,1.2035,-0.0863,0.5572
1,0.1721,-1.1733,-0.7475,-0.7677,-0.4297,-1.0136,-0.5183,-1.0501,0.5572
0,1.3571,-1.0742,-0.7869,-0.7677,0.9815,-1.6784,-1.0481,-1.4006,1.9387
0,-0.3019,-0.3806,0.3171,-0.1727,1.2167,0.6484,0.1439,-0.2615,-1.068
0,0.4091,-0.876,0.9481,0.697,0.6287,1.3132,-1.313,0.8776,-0.9867
0,0.8831,-0.9751,0.1397,-0.2184,-0.3709,0.9808,0.0777,-0.612,-1.068
0,0.0536,0.214,-0.6095,-0.2184,-0.5473,-0.0164,-0.0547,0.089,-0.9867
0,-0.7759,0.0158,0.7706,-0.7219,-0.5473,-0.0164,0.0777,-1.1378,0.1509
0,0.0536,0.3131,-1.0235,-0.9965,-0.9001,-0.6812,-0.9157,0.4395,-0.5804
0,-0.1834,-0.4797,-0.9447,-0.4473,-0.4297,-0.3488,0.74,0.4395,-0.1741
0,-0.7759,0.0158,0.7706,-0.7219,-0.5473,-0.0164,0.0777,-1.1378,0.1509
0,-1.3684,-0.4797,0.6425,-0.9508,-0.5473,-0.3488,0.6075,-0.9625,0.6385
0,-0.4204,-0.5788,1.9733,0.102,0.0407,1.6456,-1.1143,0.0013,-1.393
0,0.1721,-0.9751,-0.9644,-0.1269,-1.1353,-0.6812,-0.0547,0.089,0.2322
0,0.0536,0.3131,-1.0235,-0.9965,-0.9001,-0.6812,-0.9157,0.4395,-0.5804
0,0.0536,0.214,-0.6095,-0.2184,-0.5473,-0.0164,-0.0547,0.089,-0.9867
1,-0.4204,1.7996,-0.2743,-0.8592,-1.1941,-0.6812,0.4751,0.9652,0.801
0,-0.4204,-0.4797,1.9536,-0.3557,0.4523,1.6456,0.4751,-0.6996,-1.393
0,-0.4204,-0.4797,1.9536,-0.3557,0.4523,1.6456,0.4751,-0.6996,-1.393
0,-0.4204,-0.4797,1.9536,-0.3557,0.4523,1.6456,0.4751,-0.6996,-1.393
0,-0.3019,-0.1824,0.0214,5.686,1.9222,0.6484,0.0115,-0.9625,-0.9054
0,-0.1834,-0.1824,0.0017,5.7318,1.6871,0.6484,0.0115,-0.9625,-0.9054
0,0.7646,0.0158,0.7509,-0.0354,1.3931,0.9808,-0.1872,1.2281,-0.7429
0,-0.4204,-0.4797,1.9536,-0.3557,0.4523,1.6456,0.4751,-0.6996,-1.393
0,-0.0649,-0.4797,0.1989,-0.0811,1.2167,0.6484,0.2102,-0.0863,-0.9867
0,1.1201,-0.2815,1.441,-0.0811,1.8046,1.978,0.2102,2.2795,-1.3117
0,1.1201,-0.2815,1.441,-0.0811,1.8046,1.978,0.2102,2.2795,-1.3117
0,-1.4869,-0.7769,-1.0038,0.1477,-0.6061,-0.3488,3.6538,-0.5244,-0.4179
0,-0.5389,-0.6779,0.1989,-0.0354,0.6875,0.6484,0.3426,-0.2615,-1.1492
0,-0.0649,-0.4797,0.1989,-0.0811,1.2167,0.6484,0.2102,-0.0863,-0.9867
0,-0.0649,-0.3806,0.2087,-0.1269,1.3931,0.6484,0.0777,0.089,-0.9054
0,1.1201,-0.2815,0.1594,-0.2642,0.6287,0.316,-0.3196,0.9652,-0.3366
0,1.1201,-0.2815,1.441,-0.0811,1.8046,1.978,0.2102,2.2795,-1.3117
0,-0.0649,-1.1733,0.7903,0.0104,1.3931,0.316,0.0777,-0.7873,0.2322
0,-1.961,0.0158,-1.0432,-0.8135,-1.0177,-0.6812,0.3426,0.4395,-0.4179
0,0.7646,-0.9751,0.0214,-0.7677,1.0403,-0.3488,-1.0481,-0.9625,0.3135
1,0.7646,-0.1824,-0.3532,-0.8592,-0.3709,-1.0136,-0.2534,-0.9625,1.2073
0,1.5941,0.9077,1.4804,-0.1269,-0.7825,1.6456,-1.313,2.7176,-0.9867
1,0.8831,1.205,-0.2349,-0.7219,-0.1945,-0.6812,0.2102,1.1404,1.4511
0,0.7646,-0.1824,-0.925,-0.3557,-0.3709,-0.3488,1.7333,0.6147,-0.0928
0,0.7646,-0.9751,0.0214,-0.7677,1.0403,-0.3488,-1.0481,-0.9625,0.3135
0,0.0536,-0.4797,1.9733,-0.0354,1.5695,0.9808,0.2102,-0.612,-0.0116
0,-1.8425,-0.7769,-0.5504,-0.4473,-0.7825,-0.3488,1.4684,0.089,-0.5804
0,-0.4204,-1.0742,-0.9644,-0.2184,-0.0769,-1.0136,-0.8494,-0.2615,-0.0116
0,-0.4204,0.7095,1.1846,0.2393,2.9806,0.6484,-0.1872,0.1766,-0.4991
1,-0.4204,0.1149,-0.925,-0.4931,-0.6649,-1.0136,0.5413,1.7538,0.7198
0,-0.0649,0.214,-0.0377,0.6512,0.3347,1.6456,-0.0547,0.1766,-1.068
0,1.2386,2.2951,-0.0377,0.2393,-0.3121,1.3132,-0.6508,0.3518,-0.6617
0,1.2386,2.2951,-0.7475,0.1477,-1.3117,-0.3488,-0.6508,0.1766,-0.4179
1,-0.4204,0.1149,-0.925,-0.4931,-0.6649,-1.0136,0.5413,1.7538,0.7198
0,0.2906,0.1149,0.5735,0.102,0.8639,0.316,-0.3859,0.0013,-0.1741
0,-0.4204,0.7095,1.1846,0.2393,2.9806,0.6484,-0.1872,0.1766,-0.4991
0,-0.4204,-1.0742,-0.9644,-0.2184,-0.0769,-1.0136,-0.8494,-0.2615,-0.0116
1,0.6461,-0.7769,0.534,0.0562,-0.3709,0.316,-0.1872,-0.1739,-0.5804
0,0.0536,3.3852,1.1058,0.9716,-0.6649,0.9808,0.0115,-1.313,-0.9867
1,-0.0649,0.4122,-0.3138,-0.5388,-0.6061,-1.346,-0.717,-0.1739,1.5324
0,-0.6574,-0.7769,1.1649,0.102,1.0991,0.9808,-0.1872,-0.612,-0.9867
0,0.0536,3.3852,1.1058,0.9716,-0.6649,0.9808,0.0115,-1.313,-0.9867
0,1.3571,-0.4797,-0.7278,0.102,0.8051,0.316,0.4751,2.0167,-0.8242
0,-0.1834,-0.0833,-0.5504,-0.5388,-1.5469,-1.0136,-0.717,-0.7873,-0.0116
0,-0.1834,-0.0833,-0.5504,-0.5388,-1.5469,-1.0136,-0.717,-0.7873,-0.0116
1,-0.1834,1.6014,-0.4123,-0.6304,-0.9589,-1.346,0.4751,0.3518,1.8574
0,0.1721,0.6104,-0.9052,-0.0354,0.5111,-1.0136,-1.313,-0.3491,0.2322
0,0.5276,-0.1824,1.0663,0.5139,0.7463,0.9808,-0.5845,0.5271,-0.4179
1,-1.2499,-1.0742,-0.9052,-0.0354,3.5686,-1.346,1.2698,3.5939,1.0448
0,0.5276,-0.1824,1.0663,0.5139,0.7463,0.9808,-0.5845,0.5271,-0.4179
1,-1.2499,-1.0742,-0.9052,-0.0354,3.5686,-1.346,1.2698,3.5939,1.0448
0,-0.0649,-1.0742,-0.9841,-0.4473,0.1583,-1.346,0.0115,1.4909,1.2073
0,0.2906,1.5023,0.0411,-0.9508,-1.1941,-1.0136,-0.0547,-0.2615,1.6949
1,-1.2499,0.4122,-0.9545,-0.905,-1.1941,-1.346,1.2035,-0.7873,1.1261
0,-1.1314,-1.0742,-1.1221,-0.8592,-1.7821,-1.346,-0.3859,-1.4882,0.0697
0,-0.3019,0.6104,0.0017,1.6582,0.6875,0.9808,1.5347,-0.0863,-1.068
0,2.0681,0.5113,1.0663,0.6054,0.3935,1.6456,-0.121,0.2642,-0.4179
0,-1.4869,-1.5697,-0.4123,-0.3557,-1.0177,0.316,1.1373,-0.2615,-1.068
0,-1.2499,-1.4706,-0.2546,-0.31,-0.9589,0.316,1.1373,-0.1739,-0.9867
0,1.0016,-0.9751,-0.1166,0.4224,-0.6061,0.6484,0.3426,0.4395,-0.2554
0,1.0016,-1.1733,-0.0969,0.3766,-0.6061,0.6484,0.4088,0.4395,-0.2554
0,-1.0129,-0.1824,-1.0038,0.6512,0.9227,-0.0164,-0.3196,0.1766,-1.4743
0,0.5276,0.4122,-0.9841,0.1935,-1.6057,-0.6812,0.3426,-0.612,0.1509
0,1.0016,0.214,-1.0235,0.102,-1.8409,-1.0136,-0.0547,-1.313,1.2886
0,1.2386,-1.1733,0.1989,0.1935,1.3343,0.6484,-0.4521,-1.0501,-0.8242
0,-0.5389,-0.0833,0.8692,-0.8135,-1.0765,-0.0164,-0.0547,-1.0501,0.5572
0,0.0536,-1.1733,-0.9052,-0.5388,0.0407,-1.346,-1.7104,0.8776,1.2073
0,1.2386,-1.1733,0.1989,0.1935,1.3343,0.6484,-0.4521,-1.0501,-0.8242
0,1.0016,0.214,-1.0235,0.102,-1.8409,-1.0136,-0.0547,-1.313,1.2886
0,0.5276,0.4122,-0.9841,0.1935,-1.6057,-0.6812,0.3426,-0.612,0.1509
1,-0.5389,1.6014,1.579,0.102,-0.3709,1.978,0.4751,0.4395,-1.393
0,-0.6574,-0.7769,-0.925,0.285,0.0407,-0.0164,4.0512,1.4909,0.2322
1,-0.7759,0.1149,-0.5504,-0.905,0.2171,-1.6784,0.8062,-1.0501,2.1012
1,0.8831,1.1059,-0.5504,-0.4931,-0.7825,-1.0136,-0.717,0.9652,1.6136
1,0.1721,0.8086,0.7213,-0.0354,0.0995,-0.0164,-0.6508,-1.4006,0.9635
1,0.1721,0.8086,0.7213,-0.0354,0.0995,-0.0164,-0.6508,-1.4006,0.9635
1,0.1721,0.8086,0.81,-0.0354,-0.0181,-0.0164,-0.6508,-1.4006,0.8823
0,0.8831,-0.7769,-0.8855,-0.1269,-0.6649,-0.6812,0.6737,0.4395,0.6385
1,0.8831,1.1059,-0.5504,-0.4931,-0.7825,-1.0136,-0.717,0.9652,1.6136
0,-0.1834,-0.7769,-0.9348,-0.9508,0.3935,-1.346,-0.5183,-0.3491,0.7198
0,-0.7759,-0.3806,-0.8855,-0.4473,-1.8409,-1.346,1.4022,-0.4368,1.3698
0,1.1201,6.8537,11.7129,1.292,-1.6057,14.9417,1.336,1.7538,0.9635
0,0.2906,-0.7769,0.0904,0.3308,-0.1945,0.6484,0.8062,0.8776,-0.0928
0,0.2906,-0.7769,0.1989,0.3308,-0.1945,0.6484,0.8062,0.8776,-0.0928
0,0.2906,-0.7769,0.1989,0.3308,-0.1945,0.6484,0.8062,0.8776,-0.0928
0,-0.5389,-0.3806,2.7225,1.7039,-0.0181,1.978,-0.121,0.089,-1.1492
0,1.3571,0.214,0.9086,-0.5388,-1.6057,-0.0164,-0.9157,-0.6996,1.3698
0,-0.5389,-0.3806,2.7225,1.7039,-0.0181,1.978,-0.121,0.089,-1.1492
0,0.0536,1.205,-0.0377,0.9258,0.3347,0.6484,-0.4521,0.4395,-0.9054
0,0.0536,1.205,-0.0377,0.8801,0.3935,0.6484,-0.5183,0.3518,-0.9054
0,0.2906,-0.7769,0.0904,0.3308,-0.1945,0.6484,0.8062,0.8776,-0.0928
0,-0.3019,-0.2815,0.3171,0.0562,1.5107,0.6484,0.2102,0.0013,-1.068
0,-0.0649,-0.1824,0.3566,0.0104,0.9815,0.6484,0.0777,0.1766,-0.9054
1,-0.4204,0.9077,-0.8264,-0.5846,0.2171,-1.6784,0.2102,0.3518,2.4262
0,-0.0649,0.7095,0.7312,0.3308,0.0995,0.6484,-0.7832,-0.7873,-0.9054
1,-0.5389,-0.5788,0.1594,-0.8135,-1.1941,-0.3488,-0.3859,0.5271,0.3135
1,-0.4204,0.9077,-0.8264,-0.5846,0.2171,-1.6784,0.2102,0.3518,2.4262
0,-0.0649,0.7095,0.7312,0.3308,0.0995,0.6484,-0.7832,-0.7873,-0.9054
1,0.0536,0.3131,-0.9447,-0.4473,-0.0769,-1.0136,0.0115,-0.3491,0.7198
1,-0.1834,-1.1733,-1.0038,-0.4473,0.5699,-1.346,0.0115,0.1766,1.5324
0,-0.3019,-0.2815,0.3171,0.0562,1.5107,0.6484,0.2102,0.0013,-1.068
0,-0.0649,-0.1824,0.3566,0.0104,0.9815,0.6484,0.0777,0.1766,-0.9054
0,-1.4869,-1.2724,-0.2152,-0.3557,-1.6057,-0.6812,0.74,-0.8749,-0.0116
1,-1.6054,-1.2724,1.5001,-0.6761,-1.1353,-0.0164,0.4751,-0.9625,0.801
1,-0.5389,-0.5788,0.1594,-0.8135,-1.1941,-0.3488,-0.3859,0.5271,0.3135
0,0.5276,-0.7769,-0.9447,-0.2642,0.0407,-0.6812,1.0049,-0.4368,0.2322
0,0.7646,-1.0742,1.0663,-0.3557,0.9815,1.3132,-1.0481,-0.2615,-1.3117
0,0.7646,-0.9751,0.6326,-0.31,1.0403,1.3132,-1.0481,-0.2615,-1.3117
0,0.1721,-0.0833,-0.0575,-0.1727,1.4519,0.6484,0.0777,0.089,-0.9054
1,-1.2499,0.4122,-0.7278,0.1477,-0.6061,-1.0136,1.6671,2.1043,1.3698
1,1.1201,-0.1824,-0.5504,-0.9508,-0.7825,-1.0136,-1.313,-0.1739,1.2886
0,0.6461,0.214,-0.925,-0.7219,-0.7237,-0.3488,-0.121,1.4909,0.3135
0,-0.1834,-1.1733,-0.9447,-0.905,-0.4885,-0.3488,1.0049,0.7899,-0.3366
1,-1.2499,0.4122,-0.7278,0.1477,-0.6061,-1.0136,1.6671,2.1043,1.3698
1,-0.1834,-0.876,-1.063,-0.6304,-1.2529,-1.6784,0.8062,-0.9625,2.0199
0,-0.3019,0.8086,-1.0827,-0.3557,-1.1941,-1.0136,0.2764,-0.8749,0.3947
0,0.4091,-1.0742,-0.9447,0.285,-0.6649,-0.6812,0.0115,0.0013,0.2322
1,-0.1834,-0.876,-1.063,-0.6304,-1.2529,-1.6784,0.8062,-0.9625,2.0199
0,-1.0129,-1.6688,0.8298,0.285,1.981,0.6484,-1.8428,-1.313,-0.9867
0,-1.0129,-0.6779,-0.8658,-0.1727,1.6283,-1.0136,1.6671,-0.612,0.7198
0,-0.1834,0.5113,-1.0235,4.8621,0.8051,-0.3488,-1.313,-0.9625,-1.068
0,-0.3019,1.205,-0.0377,0.4681,0.3935,0.9808,2.0645,0.9652,-0.4991
0,-0.4204,-0.7769,0.5537,-0.0811,-0.6061,0.316,0.2102,-0.4368,-0.0116
0,0.8831,-0.0833,-0.2743,-0.2642,-1.0177,-1.0136,-0.8494,-0.0863,1.5324
0,0.4091,-0.1824,-0.018,0.0562,0.9815,0.6484,-0.0547,0.3518,-0.8242
0,-0.6574,-0.2815,-0.6095,0.102,0.3347,-0.3488,-0.1872,0.089,-0.0116
0,-0.4204,-0.5788,0.3171,0.3308,0.9815,0.6484,0.2764,-0.0863,-1.1492
1,-0.5389,-1.3715,-1.0235,-0.5388,1.0403,-1.0136,1.2698,-1.2254,0.801
1,-0.5389,-1.3715,-1.0235,-0.5388,1.0403,-1.0136,1.2698,-1.2254,0.801
0,0.2906,-0.1824,1.9338,-0.0811,-0.2533,0.6484,-0.121,-1.0501,0.5572
0,-0.3019,-0.5788,1.0269,0.1935,1.3931,0.316,0.2102,-0.7873,0.2322
0,-0.3019,1.7005,0.1594,0.8343,-0.2533,0.316,-0.4521,-0.4368,-0.9054
0,-0.3019,-1.0742,-1.0432,-0.6761,-1.3117,-1.0136,-0.121,0.7899,0.3947
1,0.4091,1.6014,-0.5898,0.102,-0.7825,-0.6812,0.1439,-1.0501,0.6385
0,-0.7759,-1.2724,-0.9841,-0.2184,0.9227,-1.0136,0.6075,-0.9625,0.5572
0,-0.6574,-0.2815,-0.6095,0.102,0.3347,-0.3488,-0.1872,0.089,-0.0116
0,-0.4204,-0.5788,0.3171,0.3308,0.9815,0.6484,0.2764,-0.0863,-1.1492
0,0.5276,-0.1824,0.5735,0.1935,-0.0181,0.6484,0.1439,0.089,-0.0928
1,0.0536,-1.2724,-0.8067,-0.5846,-1.2529,-1.0136,-0.5845,0.7899,0.5572
1,-1.2499,-0.5788,-1.0827,-0.5388,-0.0769,-1.6784,-0.3196,-1.1378,0.476
0,-0.4204,0.9077,-0.5701,-0.4473,-0.7237,-1.0136,-0.0547,-0.9625,0.5572
0,-1.6054,1.0068,-0.925,-0.4473,-1.0765,-1.0136,0.6737,-0.8749,-0.0116
0,-1.1314,-0.7769,-1.0038,0.0562,-0.7237,-0.6812,0.0777,-0.3491,-0.4179
0,-1.1314,-0.5788,-1.0038,0.0104,-0.6649,-0.6812,0.0777,-0.1739,-0.4179
0,1.3571,-0.5788,-0.156,0.1477,-0.6649,-0.3488,-0.5845,-0.612,0.3135
1,-0.4204,-0.5788,0.1989,-0.8135,-1.1353,-0.3488,-0.2534,0.6147,0.3135
1,0.0536,-1.2724,-0.8067,-0.5846,-1.2529,-1.0136,-0.5845,0.7899,0.5572
0,-1.2499,-0.7769,-1.063,-0.4931,0.2759,-1.346,2.0645,-0.612,0.9635
0,-0.3019,0.3131,-0.9644,-0.5846,1.1579,-0.6812,-0.1872,-0.612,-0.4179
0,1.0016,1.5023,0.7115,5.6402,-0.7825,1.3132,-1.1143,1.3157,-0.8242
0,-0.1834,-0.3806,1.6775,0.3308,1.1579,1.3132,-1.0481,0.2642,-1.2305
0,0.5276,-0.4797,0.5735,0.285,-0.9589,0.6484,-0.9819,0.6147,-0.4179
0,1.2386,-0.7769,-1.063,-0.2184,0.0995,-1.0136,-0.717,-0.5244,1.1261
0,-1.8425,-1.1733,-1.063,-0.8135,0.2759,-0.6812,2.528,0.8776,0.0697
0,-0.5389,-0.6779,-0.0969,0.0562,-0.3709,-0.3488,-0.2534,-0.7873,0.3947
1,0.0536,0.5113,-0.2743,-0.8592,0.6287,-0.6812,0.4088,-0.5244,0.5572
1,-1.4869,-0.9751,-1.0137,-0.5388,-0.3709,-1.346,2.1307,0.9652,1.2073
1,-0.3019,0.1149,-0.4912,-0.8592,0.2171,-1.346,0.3426,0.9652,1.6949
1,0.0536,0.5113,-0.2743,-0.8592,0.6287,-0.6812,0.4088,-0.5244,0.5572
0,-0.3019,-0.6779,-1.1024,-0.5388,0.7463,-0.6812,0.3426,1.6662,-0.0116
0,0.5276,-0.6779,-1.063,-0.4015,1.8046,-0.6812,-0.5183,0.2642,-0.2554
0,-0.5389,-0.6779,-0.0969,0.0562,-0.3709,-0.3488,-0.2534,-0.7873,0.3947
0,-2.0795,-1.6688,-0.9447,-0.8135,-1.3705,-1.346,2.528,0.2642,1.3698
0,-0.4204,-1.2724,-1.0038,-0.4473,-0.9589,-1.346,-0.0547,-0.6996,1.4511
0,-1.8425,-1.1733,-1.063,-0.8135,0.2759,-0.6812,2.528,0.8776,0.0697
0,-1.4869,-0.876,-1.0432,-0.6304,-0.1357,-1.0136,1.1373,0.089,-0.0928
1,-1.4869,-0.9751,-1.0137,-0.5388,-0.3709,-1.346,2.1307,0.9652,1.2073
1,-0.1834,1.9978,-0.9841,-1.1339,-0.7825,-1.6784,-0.2534,0.3518,1.7761
0,-0.7759,-0.4797,-1.0235,-1.2712,-1.0177,-0.6812,-0.9157,-1.8387,0.0697
0,-1.0129,-1.0742,-0.2743,-0.8135,-0.6061,-1.0136,-0.3196,-1.313,1.4511
1,-0.1834,1.9978,-0.9841,-1.1339,-0.7825,-1.6784,-0.2534,0.3518,1.7761
0,-0.1834,-1.2724,-0.925,-0.4015,-0.9001,-1.346,-0.6508,0.3518,0.7198
1,-3.146,-1.0742,-0.9052,-0.7677,3.3922,-1.346,3.0578,3.5062,1.2073
1,-1.2499,-0.6779,-0.9447,-0.0354,0.1583,-1.6784,0.2764,3.9444,1.5324
1,-1.724,-0.4797,-0.9644,-0.7219,2.275,-1.346,0.3426,4.3825,1.2886
0,-0.1834,-1.2724,-0.925,-0.4015,-0.9001,-1.346,-0.6508,0.3518,0.7198
0,-0.5389,-0.5788,1.4804,-0.2642,1.2755,0.9808,0.1439,-0.9625,0.1509
0,-0.4204,-1.2724,-0.0969,-0.0354,2.3338,0.316,-1.4455,-0.7873,-0.9867
0,-1.1314,0.4122,-0.8461,-0.8592,-0.0181,-1.6784,1.2035,-0.612,1.7761
0,-1.3684,0.9077,-1.0432,-0.7677,-0.6649,-1.6784,-0.0547,-0.8749,0.9635
0,1.2386,-0.2815,0.0608,-0.31,-0.7825,-0.0164,-1.7104,0.0013,0.1509
1,0.4091,-0.6779,-0.7278,-0.5846,0.1583,-1.0136,-1.313,-0.5244,1.0448
0,0.1721,-0.3806,0.0608,-0.31,0.0995,-0.0164,0.0777,-0.8749,-0.4991
1,-0.0649,1.9978,-0.4813,0.0562,-1.1353,-1.346,0.2764,0.3518,2.345
1,0.1721,0.0158,0.2679,-0.6304,-0.3121,-0.6812,-0.4521,1.3157,1.8574
0,0.0536,1.205,0.8298,-0.5846,-0.6649,-0.3488,-0.2534,-0.3491,1.8574
0,-0.3019,1.3041,-0.9447,-0.1727,-1.0177,-0.6812,-0.3859,-0.6996,-0.0116
0,-0.5389,-0.7769,-0.7672,-0.6304,-0.6649,-0.6812,0.8062,0.5271,0.801
